totalQtyOwned,name,printNumber,finish,variant,expansion,game,condition,language,price
1,Eventide's Shadow,28,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.33
1,Oft-Nabbed Goat,31,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.36
1,Dread Tiller,40,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.23
1,Blowfly Infestation,46,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.95
1,Hoarder's Greed,47,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.19
1,Tree of Perdition,49,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,3.36
1,Festering Thicket,61,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.34
1,Carnifex Demon,72,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.26
1,Incremental Blight,76,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.19
1,"Liliana, Death Wielder",78,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.44
1,"Massacre Girl, Known Killer",79,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,1.18
1,Skinrender,86,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.13
1,Cathartic Pyre,90,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.25
1,Evolution Sage,105,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,2.21
1,Flourishing Defenses,107,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,1.61
1,Assassin's Trophy,119,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,1.84
1,Everlasting Torment,121,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.31
1,The Scorpion God,133,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.44
1,Ifnir Deadlands,153,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.22
1,Riveteers Overlook,162,Standard,,Lorwyn Eclipsed Commander,Magic: The Gathering,NM,en,0.19
1,Burning Curiosity,129,Standard,,Lorwyn Eclipsed,Magic: The Gathering,NM,en,0.07
1,Lasting Tarfire,149,Standard,,Lorwyn Eclipsed,Magic: The Gathering,NM,en,0.12
1,Epic Downfall,85,Standard,,Throne of Eldraine,Magic: The Gathering,NM,en,0.20
3,Scorching Dragonfire,139,Standard,,Throne of Eldraine,Magic: The Gathering,NM,en,0.04
1,Witch's Cottage,249,Standard,,Throne of Eldraine,Magic: The Gathering,NM,en,0.69
10,Island,255,Standard,,Throne of Eldraine,Magic: The Gathering,NM,en,0.04
2,Island,255,Foil,,Throne of Eldraine,Magic: The Gathering,NM,en,0.04
4,Blossoming Sands,237,Standard,,Eternal Masters,Magic: The Gathering,NM,en,0.11
3,Swiftwater Cliffs,245,Standard,,Eternal Masters,Magic: The Gathering,NM,en,0.04
1,Weirded Vampire,113,Standard,,Eldritch Moon,Magic: The Gathering,NM,en,0.13
1,Vernal Fen,44,Standard,,Edge of Eternities Commander,Magic: The Gathering,NM,en,2.18
1,Binding the Old Gods,52,Standard,,Edge of Eternities Commander,Magic: The Gathering,NM,en,0.20
1,Pull from Tomorrow,76,Standard,,Edge of Eternities Commander,Magic: The Gathering,NM,en,0.14
1,Necroskitter,38,Standard,,Eventide,Magic: The Gathering,NM,en,5.79
1,Cinder Glade,4,Foil,,Zendikar Expeditions,Magic: The Gathering,NM,en,10.00
1,Offer Immortality,525,Standard,,Foundations,Magic: The Gathering,NM,en,0.27
1,Grave Scrabbler,86,Standard,,Future Sight,Magic: The Gathering,NM,en,0.27
2,Broken Wings,90,Standard,,Game Night: Free-for-All,Magic: The Gathering,NM,en,0.05
1,Lord of the Accursed,33,Standard,,Game Night,Magic: The Gathering,NM,en,0.33
1,God-Pharaoh's Gift,161,Standard,,Hour of Devastation,Magic: The Gathering,NM,en,0.24
1,Desert of the Glorified,171,Standard,,Hour of Devastation,Magic: The Gathering,NM,en,0.15
1,Songs of the Damned,160,Standard,,Ice Age,Magic: The Gathering,NM,en,1.42
1,Fire Covenant,289,Standard,,Ice Age,Magic: The Gathering,NM,en,2.29
1,Adarkar Wastes,351,Standard,,Ice Age,Magic: The Gathering,NM,en,26.54
1,Cathartic Reunion,110,Standard,,Ikoria: Lair of Behemoths,Magic: The Gathering,NM,en,0.09
1,Heartless Act,366,Standard,,Ikoria: Lair of Behemoths,Magic: The Gathering,NM,en,0.73
1,Sanitarium Skeleton,129,Standard,,Innistrad Remastered,Magic: The Gathering,NM,en,0.03
1,Crawl from the Cellar,376,Standard,,Innistrad Remastered,Magic: The Gathering,NM,en,0.30
1,Recover,122,Standard,,Invasion,Magic: The Gathering,NM,en,0.08
1,Ram Through,91,Standard,,Jumpstart 2022,Magic: The Gathering,NM,en,1.72
1,Gravecrawler,423,Standard,,Jumpstart 2022,Magic: The Gathering,NM,en,1.52
1,Deepwood Denizen,648,Standard,,Foundations Jumpstart,Magic: The Gathering,NM,en,0.13
1,Earth Rumble,41,Foil,,Avatar: The Last Airbender Jumpstart Front Cards,Magic: The Gathering,NM,en,0
1,Earth Rumble,41,Standard,,Avatar: The Last Airbender Jumpstart Front Cards,Magic: The Gathering,NM,en,0
2,Path of Ancestry,117,Standard,,Kaldheim Commander,Magic: The Gathering,NM,en,0.15
2,Fairgrounds Trumpeter,155,Standard,,Kaladesh,Magic: The Gathering,NM,en,0.06
1,Orzhov Signet,310,Standard,,The Lost Caverns of Ixalan Commander,Magic: The Gathering,NM,en,0.30
4,Terramorphic Expanse,360,Standard,,The Lost Caverns of Ixalan Commander,Magic: The Gathering,NM,en,0.15
1,Dusk,166,Standard,,Tales of Middle-earth Commander,Magic: The Gathering,NM,en,0.24
1,Troll of Khazad-dûm,111,Standard,,The Lord of the Rings: Tales of Middle-earth,Magic: The Gathering,NM,en,0.81
1,Cemetery Reaper,86,Standard,,Magic 2012,Magic: The Gathering,NM,en,0.60
3,Negate,64,Standard,,Magic 2014,Magic: The Gathering,NM,en,0.20
5,Lightning Strike,152,Standard,,Core Set 2019,Magic: The Gathering,NM,en,0.14
1,Lightning Strike,152,Foil,,Core Set 2019,Magic: The Gathering,NM,en,0.14
2,Leyline of the Void,107,Standard,,Core Set 2020,Magic: The Gathering,NM,en,0.64
1,Titanic Growth,343,Standard,,Core Set 2020,Magic: The Gathering,NM,en,0.12
3,Kolaghan Warmonger,17,Standard,,March of the Machine: The Aftermath,Magic: The Gathering,NM,en,0.06
1,"Sarkhan, Soul Aflame",181,Standard,,March of the Machine: The Aftermath,Magic: The Gathering,NM,en,7.94
1,Lazotep Chancellor,203,Standard,,Modern Horizons 2,Magic: The Gathering,NM,en,0.16
1,Kitchen Imp,343,Standard,,Modern Horizons 2,Magic: The Gathering,NM,en,0.14
1,Timeless Dragon,445,Standard,,Modern Horizons 2,Magic: The Gathering,NM,en,0.37
1,Damn,449,Standard,,Modern Horizons 2,Magic: The Gathering,NM,en,3.52
1,Retrofitted Transmogrant,106,Standard,,Modern Horizons 3,Magic: The Gathering,NM,en,0.04
1,Gift of the Viper,156,Standard,,Modern Horizons 3,Magic: The Gathering,NM,en,0.16
1,Accursed Marauder,405,Foil,,Modern Horizons 3,Magic: The Gathering,NM,en,0.69
1,Crowded Crypt,17,Standard,,Midnight Hunt Commander,Magic: The Gathering,NM,en,0.83
1,Dread Summons,113,Standard,,Midnight Hunt Commander,Magic: The Gathering,NM,en,0.40
1,Infernal Grasp,107,Standard,,Innistrad: Midnight Hunt,Magic: The Gathering,NM,en,0.56
2,Grave Titan,129,Standard,,Murders at Karlov Manor Commander,Magic: The Gathering,NM,en,0.57
5,Make Your Move,22,Standard,,Murders at Karlov Manor,Magic: The Gathering,NM,en,0.08
2,Murder,95,Standard,,Murders at Karlov Manor,Magic: The Gathering,NM,en,0.06
1,Death Denied,76,Standard,,Modern Masters 2015,Magic: The Gathering,NM,en,0.20
1,Midnight Banshee,86,Standard,,Modern Masters 2015,Magic: The Gathering,NM,en,0.24
1,Sign in Blood,97,Standard,,Modern Masters 2015,Magic: The Gathering,NM,en,0.62
1,Grixis Slavedriver,74,Standard,,Modern Masters 2017,Magic: The Gathering,NM,en,0.07
1,First-Sphere Gargantua,248,Standard,,March of the Machine Commander,Magic: The Gathering,NM,en,0.11
2,Sigiled Sentinel,37,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.07
3,Stasis Field,79,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.08
1,Bladed Battle-Fan,91,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.12
1,Ichor Drinker,111,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.09
1,Shivan Branch-Burner,165,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.06
1,Ancient Imperiosaur,174,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.27
2,Chomping Kavu,179,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.04
1,Placid Rottentail,199,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.09
2,Storm the Seedcore,206,Standard,,March of the Machine,Magic: The Gathering,NM,en,0.09
1,Boon-Bringer Valkyrie,343,Foil,,March of the Machine,Magic: The Gathering,NM,en,0.58
1,Puppeteer Clique,257,Standard,,New Capenna Commander,Magic: The Gathering,NM,en,0.37
1,Arcane Sanctum,385,Standard,,New Capenna Commander,Magic: The Gathering,NM,en,0.39
1,Hunter's Insight,119,Standard,,Neon Dynasty Commander,Magic: The Gathering,NM,en,0.34
1,Glissa Sunslayer,318,Standard,,Phyrexia: All Will Be One,Magic: The Gathering,NM,en,2.10
1,"Vraska, Betrayal's Sting",442,Foil,,Phyrexia: All Will Be One,Magic: The Gathering,NM,en,22.73
1,Unholy Grotto,327,Standard,,Onslaught,Magic: The Gathering,NM,en,4.58
1,Firefiend Elemental,146,Standard,,Magic Origins,Magic: The Gathering,NM,en,0.03
1,Temple of Deceit,328,Standard,,Outlaws of Thunder Junction Commander,Magic: The Gathering,NM,en,0.28
1,Prairie Stream,241s,Foil,,Battle for Zendikar Promos,Magic: The Gathering,NM,en,2.29
1,Painful Truths,120s,Foil,,Battle for Zendikar Promos,Magic: The Gathering,NM,en,0.15
1,Smoldering Marsh,247p,Standard,,Battle for Zendikar Promos,Magic: The Gathering,NM,en,1.05
1,Siege Veteran,25p,Standard,,The Brothers' War Promos,Magic: The Gathering,NM,en,0.21
1,Siege Veteran,25p,Foil,,The Brothers' War Promos,Magic: The Gathering,NM,en,0.21
1,Simian Simulacrum,205s,Foil,,The Brothers' War Promos,Magic: The Gathering,NM,en,0
1,In the Trenches,8s,Foil,,The Brothers' War Promos,Magic: The Gathering,NM,en,0
1,Tyrant of Kher Ridges,154s,Foil,,The Brothers' War Promos,Magic: The Gathering,NM,en,0
1,Gruul Turf,119,Standard,,Planechase Anthology,Magic: The Gathering,NM,en,0.25
1,Exhume,17,Foil,,Premium Deck Series: Graveborn,Magic: The Gathering,NM,en,2.70
1,Quirion Beastcaller,175s,Foil,,Dominaria United Promos,Magic: The Gathering,NM,en,0.20
1,Silverback Elder,177p,Standard,,Dominaria United Promos,Magic: The Gathering,NM,en,4.19
1,Doomsday Excruciator,94p,Foil,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.41
1,Dissection Tools,245s,Foil,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.10
1,"Winter, Misanthropic Guide",240p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.15
1,Overlord of the Boilerbilges,146s,Foil,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,3.00
1,Split Up,32p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,2.61
1,Valgavoth's Lair,271s,Foil,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.95
1,Doomsday Excruciator,94p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.41
1,Marina Vendrell's Grimoire,64p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.15
1,"Toby, Beastie Befriender",35p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.12
1,Dollmaker's Shop,4p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,3.40
1,"Valgavoth, Terror Eater",120p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,12.04
1,Unidentified Hovership,37p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.16
2,Leyline of Mutation,188s,Foil,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.33
1,Chainsaw,128s,Foil,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.42
1,"Rip, Spawn Hunter",228p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.15
1,Unholy Annex,118p,Standard,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,1.81
1,Undead Sprinter,237s,Foil,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.09
1,The Tale of Tamiyo,75s,Foil,,Duskmourn: House of Horror Promos,Magic: The Gathering,NM,en,0.25
1,Murderous Rider,97s,Foil,,Throne of Eldraine Promos,Magic: The Gathering,NM,en,0.99
1,Dragonskull Summit,493,Standard,,Fallout,Magic: The Gathering,NM,en,3.02
1,Glacial Fortress,497,Standard,,Fallout,Magic: The Gathering,NM,en,2.01
1,Sheltered Thicket,508,Standard,,Fallout,Magic: The Gathering,NM,en,0.46
1,Fetid Pools,1024,Foil,,Fallout,Magic: The Gathering,NM,en,0.59
1,Nesting Grounds,1030,Foil,,Fallout,Magic: The Gathering,NM,en,1.00
1,Brain Gorgers,65,Standard,,Planar Chaos,Magic: The Gathering,NM,en,0.14
1,"Chimil, the Inner Sun",249p,Standard,,The Lost Caverns of Ixalan Promos,Magic: The Gathering,NM,en,6.26
1,Soul Snuffers,EVE-45,Standard,,The List,Magic: The Gathering,NM,en,0.32
1,Gempalm Polluter,LGN-70,Standard,,The List,Magic: The Gathering,NM,en,0.40
1,Wickerbough Elder,EVE-80,Standard,,The List,Magic: The Gathering,NM,en,0.09
1,Scrapwork Rager,BRO-123,Standard,,The List,Magic: The Gathering,NM,en,0.03
1,Pyroclasm,POR-143,Standard,,The List,Magic: The Gathering,NM,en,0.68
1,Woolly Loxodon,KTK-158,Standard,,The List,Magic: The Gathering,NM,en,0.07
2,Iridescent Blademaster,MOM-195,Standard,,The List,Magic: The Gathering,NM,en,0
1,Gate to the Afterlife,AKH-228,Standard,,The List,Magic: The Gathering,NM,en,0.14
1,Undead Augur,MH1-112,Standard,,The List,Magic: The Gathering,NM,en,0.19
1,Ignoble Hierarch,MH2-166,Standard,,The List,Magic: The Gathering,NM,en,1.62
1,Rootbound Crag,M10-227,Standard,,The List,Magic: The Gathering,NM,en,0.69
1,Dusk Legion Duelist,11s,Foil,,March of the Machine Promos,Magic: The Gathering,NM,en,0
1,Dragonwing Glider,128s,Foil,,Phyrexia: All Will Be One Promos,Magic: The Gathering,NM,en,0
1,Shadow of the Goblin,87s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,Kraven's Last Hunt,105s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,Mister Negative,135s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,Ultimate Green Goblin,157s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
2,"Silk, Web Weaver",145s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,Mary Jane Watson,134s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,"Scarlet Spider, Ben Reilly",142s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,"Araña, Heart of the Spider",123s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,Multiversal Passage,180s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,Origin of Spider-Man,9s,Foil,,Marvel's Spider-Man Promos,Magic: The Gathering,NM,en,0
1,Swords to Plowshares,ml52,Standard,,Pro Tour Collector Set,Magic: The Gathering,NM,en,3.83
3,Corrupt Court Official,71,Standard,,Portal Three Kingdoms,Magic: The Gathering,NM,en,9.82
2,Foggy Swamp Visions,102s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Spirit Water Revival,73s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,The Legend of Kuruk,61s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,The Last Agni Kai,144s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,The Fire Nation Drill,98s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Secret Tunnel,278s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Avatar's Wrath,12s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Airbender Ascension,6s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,"Suki, Courageous Rescuer",37s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
2,Diligent Zookeeper,171s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Jasmine Dragon Tea Shop,270s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
2,"Zuko, Conflicted",253s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Ba Sing Se,266s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Raven Eagle,116s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Fire Lord Azula,220s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Beifong's Bounty Hunters,209s,Foil,,Avatar: The Last Airbender Promos,Magic: The Gathering,NM,en,0
1,Zombie Master,3,Foil,,Wizards Play Network 2024,Magic: The Gathering,NM,en,4.50
1,"Carnage, Crimson Chaos",13,Standard,,Wizards Play Network 2025,Magic: The Gathering,NM,en,0.71
1,Unlucky Cabbage Merchant,15,Foil,,Wizards Play Network 2025,Magic: The Gathering,NM,en,0.41
1,Unlucky Cabbage Merchant,15,Standard,,Wizards Play Network 2025,Magic: The Gathering,NM,en,0.41
2,Nowhere to Run,1,Standard,,Wizards Play Network 2026,Magic: The Gathering,NM,en,0.50
1,Commence the Endgame,45s,Foil,,War of the Spark Promos,Magic: The Gathering,NM,en,0.20
1,God-Eternal Oketra,16s,Foil,,War of the Spark Promos,Magic: The Gathering,NM,en,4.00
1,Ingenious Prodigy,56p,Standard,,Wilds of Eldraine Promos,Magic: The Gathering,NM,en,0.61
1,Trouble in Pairs,3,Standard,,Teenage Mutant Ninja Turtles Source Material,Magic: The Gathering,NM,en,12.62
1,Ashcoat of the Shadow Swarm,6,Standard,,Teenage Mutant Ninja Turtles Source Material,Magic: The Gathering,NM,en,6.67
1,Elves of Deep Shadow,161,Standard,,Ravnica: City of Guilds,Magic: The Gathering,NM,en,1.28
1,Golgari Rot Farm,278,Standard,,Ravnica: City of Guilds,Magic: The Gathering,NM,en,0.26
1,Ethereal Armor,9,Standard,,Return to Ravnica,Magic: The Gathering,NM,en,0.40
1,Ethereal Armor,9,Foil,,Return to Ravnica,Magic: The Gathering,NM,en,0.40
1,Rest in Peace,18,Standard,,Return to Ravnica,Magic: The Gathering,NM,en,0.75
1,Terrus Wurm,80,Standard,,Return to Ravnica,Magic: The Gathering,NM,en,0.07
1,Lotleth Troll,177,Standard,,Return to Ravnica,Magic: The Gathering,NM,en,0.27
1,Macabre Waltz,82,Standard,,Ravnica Remastered,Magic: The Gathering,NM,en,0.13
1,Sewer Shambler,91,Standard,,Ravnica Remastered,Magic: The Gathering,NM,en,0.05
1,Chain Reaction,126,Standard,,Starter Commander Decks,Magic: The Gathering,NM,en,0.27
2,Arcane Signet,257,Standard,,Starter Commander Decks,Magic: The Gathering,NM,en,0.43
1,Aether Channeler,11,Standard,,Store Championships,Magic: The Gathering,NM,en,2.21
1,"Goddric, Cloaked Reveler",38,Standard,,Store Championships,Magic: The Gathering,NM,en,2.52
1,Dusk Urchins,65,Standard,,Shadowmoor,Magic: The Gathering,NM,en,1.58
1,Kulrath Knight,190,Foil,,Shadowmoor,Magic: The Gathering,NM,en,0.71
1,Grim Poppet,252,Standard,,Shadowmoor,Magic: The Gathering,NM,en,0.33
2,Commander's Sphere,315,Standard,,Secret Lair Drop,Magic: The Gathering,NM,en,3.37
1,Elvish Mystic,475,Standard,,Secret Lair Drop,Magic: The Gathering,NM,en,8.00
1,Isolated Chapel,739,Standard,,Secret Lair Drop,Magic: The Gathering,NM,en,23.98
1,Terminate,1427,Standard,,Secret Lair Drop,Magic: The Gathering,NM,en,9.44
1,Read the Bones,7069,Foil,,Secret Lair Drop,Magic: The Gathering,NM,en,6.00
1,Dark Ritual,16,Foil,,Secret Lair Promo,Magic: The Gathering,NM,en,0
1,Persist,42,Standard,,Special Guests,Magic: The Gathering,NM,en,5.61
3,Aunt May,3,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.13
1,Aunt May,3,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.13
4,City Pigeon,4,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
2,Costume Closet,5,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
4,Daily Bugle Reporters,6,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
2,"Flash Thompson, Spider-Fan",7,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.10
5,Selfless Police Captain,12,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.11
2,"Silver Sable, Mercenary Leader",13,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
4,Spectacular Tactics,15,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
4,"Spider-Man, Web-Slinger",16,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
1,Spider-UK,17,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
5,"Starling, Aerial Ally",18,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
4,Thwip!,20,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
1,Thwip!,20,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,Web Up,21,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
1,Web-Shooters,22,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
3,Wild Pack Squad,23,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
1,With Great Power . . .,24,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.22
5,Amazing Acrobatics,25,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.10
3,"Beetle, Legacy Criminal",26,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
1,"Beetle, Legacy Criminal",26,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
2,"Chameleon, Master of Disguise",27,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.59
1,"Doc Ock, Sinister Scientist",29,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
4,"Doc Ock, Sinister Scientist",29,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
4,Doc Ock's Henchmen,30,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
1,Flying Octobot,31,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
2,Flying Octobot,31,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
1,Hide on the Ceiling,32,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.85
2,"Madame Web, Clairvoyant",36,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
4,Mysterio's Phantasm,38,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
1,Norman Osborn,39,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,4.55
4,Oscorp Research Team,40,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
2,Robotics Mastery,41,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.09
1,School Daze,42,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
2,Secret Identity,43,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
2,"Spider-Byte, Web Warden",44,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
3,Spider-Man No More,45,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Spider-Man No More,45,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
3,Unstable Experiment,47,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Unstable Experiment,47,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
4,Whoosh!,48,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
2,Alien Symbiosis,50,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
4,Common Crook,53,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
1,The Death of Gwen Stacy,54,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.22
1,Inner Demons Gangsters,57,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,Inner Demons Gangsters,57,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,Merciless Enforcers,58,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Merciless Enforcers,58,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Prison Break,61,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,Risky Research,62,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.10
2,Sandman's Quicksand,63,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.09
1,"Scorpion, Seething Striker",64,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
4,Scorpion's Sting,65,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
2,The Soul Stone,66,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,41.57
1,Spider-Man Noir,67,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
2,The Spot's Portal,68,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
3,"Swarm, Being of Bees",69,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
2,"Tombstone, Career Criminal",70,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
5,"Venom, Evil Unleashed",71,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,Venomized Cat,72,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
4,Venom's Hunger,73,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Venom's Hunger,73,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
4,Angry Rabble,75,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
1,Angry Rabble,75,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
